,DJI_DOWN,DJI_NORM,DJI_RECOV,ticker
0,0.6506922779195979,0.2755965249278531,0.824675440639159,A
1,0.3747460859589306,0.15618630594819835,0.12294036498542334,AA
2,0.104619887581412,0.3934197002886512,0.5254072630082461,AAL
3,0.27680445313130336,0.12045200889655143,0.28935849297410804,AAN
4,0.37792708124421515,0.3200658384676944,0.055208320762784695,AAOI
5,0.3534580064277146,0.19213638011522702,0.44534349256182715,AAON
6,0.3722016284355152,0.29597098766889257,0.8081753780919929,AAP
7,0.757452846430624,0.5283925751827236,0.9503266744381548,AAPL
8,0.6737199938374949,0.0689691612792862,0.2865934714800383,AAT
9,0.3493265872785314,0.3612542465154224,0.05964367022695876,AAWW
10,0.5796758270427362,-0.07211687043794483,0.39247928805431465,AAXN
11,0.7262265724658798,0.462409206106932,0.8781874909707331,ABB
12,0.5150734557355244,0.44118319465613925,0.5593444249884996,ABBV
13,0.5732097477322805,0.1555735227622213,0.6399701454175485,ABC
14,0.5357359423226217,0.24549373082027837,0.5754222428796826,ABCB
15,0.3815491659056517,0.14172929007715093,0.16558368985787106,ABEO
16,0.23118874265098566,0.1884690098217285,0.5069281706520679,ABG
17,0.561866650124668,0.1562404285349273,0.5543226434795135,ABM
18,0.32859492117591627,0.13402919172995634,0.6237445813827691,ABMD
19,0.48524869468102505,0.4540490318065563,0.6510424873614518,ABT
20,0.6863467091662316,0.16158807464749,0.6621145794031931,ABTX
21,0.6291753090654054,-0.0029239215126452803,0.6839937766272616,AC
22,0.3755049882010317,0.19119269453889115,0.8365724336237385,ACAD
23,0.5373307441167131,0.0025786911257593696,0.7066300525341322,ACBI
24,0.45710971221721514,-0.11074990189196744,0.4383881211194463,ACC
25,0.01465121511011596,-0.07012760803175075,0.193753485622259,ACCO
26,0.7918146336781556,0.16862064470404392,0.722051066389055,ACGL
27,0.3117103831884201,0.2804694529066219,0.5878939740144117,ACHC
28,0.19975637417937017,0.10391393194471693,0.4252038454133213,ACIA
29,0.34085990117764686,0.2837523672504325,0.4161635285010858,ACIW
30,0.380760614705006,0.3705671306429785,0.8686394633671287,ACLS
31,0.5437177999597467,0.18584401888070542,0.5151678331325641,ACM
32,0.785596092208637,0.25942707948503213,0.8476055176253554,ACN
33,0.5536663008209426,0.1532268020808344,0.7477301499505029,ACNB
34,0.1783650489331981,0.2018714548975946,0.3554596456426596,ACOR
35,0.4201978583467567,0.11094491478103959,0.17295620371670237,ACRE
36,0.1139341252398654,0.010939372517092687,0.2935321758804638,ACRS
37,-0.10438143374209231,0.19615229112114568,0.657955116276748,ACTG
38,0.8342810145260028,0.4672113740731199,0.6790579182268508,ADBE
39,0.5133486547037367,-0.06175096290627354,0.5126510402814203,ADC
40,0.3439559691198551,-0.0958381248042971,0.5890892808368177,ADES
41,0.761739679643588,0.3893793092322715,0.6687808215417339,ADI
42,0.703514873561342,0.0734083676522883,0.6700645061801994,ADM
43,0.1745726538975125,0.09588154011334173,0.3203339857246105,ADMS
44,0.37278067673672904,0.3066214962435153,0.6785248625027898,ADNT
45,0.7976457799236099,0.32617963741186723,0.8526353209744998,ADP
46,0.2152293509005783,0.14057417005848033,0.6022987887367433,ADRO
47,0.33010640896972393,0.2262983601779472,0.22368427881109307,ADS
48,0.5694243130006975,0.44988988700602256,0.6628234898140435,ADSK
49,0.2018411873502032,0.016212389758081078,0.12784311089963188,ADSW
50,0.18614107837929697,-0.0528204441508852,0.36685328116205534,ADT
51,0.15450888524546594,0.42703373353423224,0.5322234554788852,ADTN
52,0.30542461453836117,0.13450495252124306,0.7492223801041884,ADUS
53,0.35111881164667913,0.17391407187108457,0.45843221201531165,ADXS
54,0.17703989611452892,0.16170097218970372,0.47482595945447753,AE
55,0.589006217894176,-0.2850159530495419,0.7584892078404193,AEE
56,0.7142601659085489,0.46319452839159336,0.6256094427339748,AEG
57,0.553092446149739,0.25648546284932044,0.2533651638159379,AEGN
58,0.558966872684769,0.26635646574878485,0.6663725083292624,AEIS
59,0.6871984662855954,0.32693738409595535,0.7603724174641273,AEL
60,0.48011247204308094,0.212694801472502,0.4670323777726667,AEO
61,0.39864066543512977,-0.2389246382002108,0.6319048089605398,AEP
62,0.4960109653063945,0.25656846617941836,0.09106687804711329,AERI
63,0.5962550557255966,0.021842584253235188,0.6383569902766519,AES
64,0.543513912525222,0.18969364231763045,0.3874197713256351,AFG
65,-0.029589058325665767,0.05285485649037452,0.31122669672274583,AFH
66,-0.06047290133192369,0.18005286791034003,0.6389131540872172,AFI
67,0.7601505221123869,0.5049978169628595,0.13388390696842684,AFL
68,0.49801604924858967,0.2933354295124521,0.8398817455828076,AGCO
69,0.2614664754579643,0.19057634320504704,0.6094228397418354,AGEN
70,0.3456153202735768,-0.05965306304730105,-0.05357086083081008,AGFS
71,0.38710323152997733,0.2894961505752161,0.5735396404039323,AGIO
72,0.3482788684280348,0.261348906033484,0.6148435082072626,AGM
73,0.736520779153795,0.3620431024231487,0.37113466831696706,AGN
74,0.1725066780418692,0.045259550461948427,0.3429161337601857,AGNC
75,0.4375959688730826,0.2572347697165868,0.6515929572329361,AGO
76,0.4325251910652241,-0.14691934434014975,0.47357643028918567,AGR
77,0.7390844492014892,0.17238343937591072,0.2608395900800252,AGX
78,0.07176163882340976,0.02284167958802569,0.4931413487562147,AGYS
79,0.6747905535428875,-0.02819677573062607,0.447146133590247,AHH
80,0.6747905535428875,-0.02440365149762921,0.062093537574363915,AHL
81,0.10213588743667354,0.005255529447681819,0.2845576508892909,AHT
82,0.3426491550493715,0.02177509752450112,0.3553877574415815,AI
83,0.6041310513463759,0.4264083737672008,0.4958343371900868,AIG
84,0.5692581366707079,0.2690749273950328,0.43271032213001254,AIMC
85,0.21393254942391782,0.10973568755004948,0.5874247613507099,AIMT
86,0.402192141095817,0.21068516802813336,0.47290642533840627,AIN
87,0.26774096322739116,0.06768737929464445,0.7405991197862538,AIR
88,0.3606718760744848,0.30468020394955253,0.570215882022764,AIT
89,0.5905628920807421,0.16141238706034833,0.34509499134952715,AIV
90,0.5744678500973033,0.1965446189636775,0.5075227874791833,AIZ
91,0.3724949482680089,0.09585456058678707,0.8333564677017863,AJG
92,0.6809135324165887,0.2985653502056175,0.8199538636696979,AJRD
93,0.048799949109127785,0.1980493989098441,-0.01683238050279137,AJX
94,0.2502506063703254,0.2944803298751403,0.683243658661317,AKAM
95,0.2227802950878407,0.2804164604809092,0.6608625238130077,AKBA
96,0.35405309336981816,0.0384352852102252,0.005699591679855503,AKR
97,0.0579626346515147,0.1646884953035314,0.1976249685357672,AKRX
98,0.27557409015922013,0.2462342702345119,0.357593604672773,AKTS
99,0.21729585753213373,0.3083463818319253,0.3667597891526033,AL
100,0.42885860655605357,0.3970954283204196,0.3250089737103585,ALB
101,0.21377384252089873,-0.12784285604415788,0.5667289248078778,ALCO
102,0.6489930653417006,-0.13610773503836512,0.8322870826142681,ALE
103,0.635886675214757,0.29730526831831305,0.5102941568615266,ALEX
104,0.6103342525701816,0.20172101958280875,0.29878006209128233,ALG
105,0.5854690313812285,0.13561196574138004,0.7514368766894182,ALGN
106,0.5762946200246997,0.2271709430178918,0.40139944467502464,ALGT
107,0.4701817697347837,0.4252489644312686,0.195679346160057,ALK
108,0.3165743058963641,0.19147207967849336,0.5567934838704801,ALKS
109,0.6497209851927593,0.1793218895349605,0.629241746755461,ALL
110,0.6195832277171136,0.11751180934653291,0.8859894663390441,ALLE
111,0.5521089049860896,0.3598807289099195,0.696360218503178,ALLY
112,0.32376667786595703,-0.01694911748828224,0.4990420340902734,ALNY
113,0.37647590019870475,0.32906177125968583,0.5900149007905937,ALRM
114,0.24100382900076264,0.3273451509229573,0.7741518881447225,ALSN
115,0.4418581279634361,0.2815397573411874,0.6476937611419504,ALV
116,0.1969346588238513,0.15300836982230903,0.45903332970142413,ALX
117,0.6271723938408129,0.32962350380986205,0.6790197218526961,ALXN
118,0.26433758452603623,0.4617216690794582,0.162611490698817,AMAG
119,0.7870954111010868,0.4335758134205096,0.739637493008427,AMAT
120,0.45783565642927576,0.24581280496557897,0.6861288383569418,AMBA
121,0.4176902657293407,0.05242508786228743,0.2893095196044108,AMBC
122,0.17857616931125814,-0.10113295748012666,0.27407315577580277,AMC
123,0.3165353827926146,0.18604806404114618,0.6882041545979645,AMCR
124,0.25865903739235635,0.21757473146444709,0.7527023510188303,AMCX
125,0.49045980520734356,0.3816579949356284,0.8110802541842882,AMD
126,0.8177416239046905,0.4384439537523358,0.5547622717902716,AME
127,0.5248425033603877,0.2722406346200898,0.44374630650870805,AMED
128,0.6128015610560129,0.3764677394288066,0.7830946811936979,AMG
129,0.772315672396458,0.18614820322007603,0.630718713500029,AMGN
130,0.5264956931152448,-0.11375009594844021,0.5147086055626569,AMH
131,0.4537574398748201,0.21527458025235272,0.8087921817449069,AMKR
132,0.29118627964988864,0.1370012609075894,-0.09729767668728238,AMN
133,0.5988288431768207,0.20096674615935894,0.40493436030616314,AMNB
134,0.36846483928859075,0.16061131752067845,0.5448754729209744,AMOT
135,0.8951071556840197,0.41265136204267255,0.8329052569451073,AMP
136,0.5807557142292743,0.20540990037191434,0.7127248770334038,AMPH
137,0.2602298261844235,0.14750192539514909,0.7474615966343792,AMRC
138,0.5823862799732672,0.06680130925220343,0.2978423652504798,AMSF
139,0.2870030961225844,0.2632150453005858,0.4286029666473312,AMSWA
140,0.7095408934789097,-0.045255607081008925,0.7167231178347616,AMT
141,0.5474158337695241,0.31855285033181596,0.4635196640771884,AMTD
142,0.5229899638328626,0.13286685463752598,0.3999047895858404,AMWD
143,0.5964185192122559,0.49487714890703727,0.6883065864160729,AMZN
144,0.45744618029763523,0.18669436387258107,0.2901243001788555,AN
145,0.6813694642606205,0.09471265169943908,0.6463530346995321,ANAB
146,0.5818101706749548,-0.03841317947674907,0.3292201012748303,ANAT
147,0.10461989731901328,0.19208857515800226,0.19037579930007578,ANDE
148,0.5324171794550926,0.39833441182235246,0.8616789553624445,ANET
149,0.41940191467711013,0.162721495159574,0.41154190055158557,ANF
150,0.40931782410680945,0.2716587341841483,0.11693069974857627,ANGI
151,0.4228770902350666,0.20921482869592958,0.789304276054175,ANGO
152,0.32120340210986514,0.09192131909587711,0.28526449892366645,ANH
153,0.3714342682859951,0.2455172364119516,0.46386470509296873,ANIK
154,0.38295558275807484,0.09141484249217793,0.576900282131947,ANIP
